,ID,Type,Language_1,Lexeme_1,Meaning_1,Direction,Language_2,Lexeme_2,Meaning_2
33929,shift2174, Polysemy,Nahuatl,mahuitzli,fear,—,Nahuatl,mahuitzli,person worthy of honor
33930,shift2174, Polysemy,Sumerian,ní-te,"to be overhelmed by fear, fear",—,Sumerian,ní~te(ĝ),"to revere, respect"
33931,shift2174, Polysemy,Swahili,cha,"to fear, to be afraid, to be frightened",—,Swahili,cha,"to honour, to respect"
33932,shift2174, Polysemy,Turkish,perva,fear,—,Turkish,perva,"respect, esteem"
33933,shift2174, Polysemy,Tzotzil,xi(c),"be afraid of, fear",—,Tzotzil,xi(c),"honor, respect, revere"
33934,shift2174, Polysemy,Zulu,ukwesba,fear,—,Zulu,ukwesaba,reverence
33935,shift2174, Polysemy,Zulu,azisa,to fear,—,Zulu,azisa,to respect
33956,shift2175, Polysemy,Swahili,mlango,"door, entrance",NA,Swahili,mlango,"strait, channel"
33958,shift2176, Polysemy,Swahili,mlango,"door, entrance",NA,Swahili,mlango,gorge
33960,shift2177, Polysemy,Swahili,mlango,"door, entrance",NA,Swahili,mlango,
33962,shift2178, Polysemy,Jarawara,awa,"to see, look at",—,Jarawara,awa,to feel
33963,shift2178, Polysemy,Swahili,ona,"to see, to notice",—,Swahili,ona,to feel
33966,shift2179, Derivation,Russian,videt',to see,NA,Russian,predvidet',to foresee
33967,shift2179, Polysemy,Swahili,ona,to see,→,Swahili,ona,
33970,shift2180, Polysemy,Swahili,chazo,suck-fish,→,Swahili,chazo,creditor
33972,shift2181, Polysemy,Swahili,ruba,leech,NA,Swahili,ruba,money lender
33974,shift2182, Polysemy,English,leech,leech,NA,English,leech,extorter
33976,shift2183, Polysemy,Armenian,hetevel (հետեւել),to follow,→,Armenian,hetevel (հետեւել),to act according to
33977,shift2183, Polysemy,Burmese,laiʔ,to follow,→,Burmese,laiʔ,to follow some course of action; to act in accordance with
33978,shift2183, Polysemy,Buru,hai,follow,—,Buru,hai,obey
33979,shift2183, Polysemy,Danish,følge,to follow,→,Danish,følge,to act according to
33980,shift2183, Polysemy,Egyptian,šms,"follow, accompany",—,Egyptian,šms,obey
33981,shift2183, Polysemy,English,follow,to follow (smn),→,English,follow,to act according to smth
33982,shift2183, Polysemy,Finnish,seurata,"to follow, accompany (to go or come after in physical space)",→,Finnish,seurata,"to follow, obey (live one's life according to religion, teachings, etc)"
33983,shift2183, Polysemy,French,suivre,to follow,→,French,suivre,to act according to
33985,shift2183, Polysemy,German,folgen,to follow,→,German,folgen,to act according to
33986,shift2183, Polysemy,Hausa,bi,follow,—,Hausa,bi,obey
33987,shift2183, Polysemy,Hungarian,követni,to follow,—,Hungarian,követni,to act according to
33988,shift2183, Polysemy,Icelandic,fylgja,to follow,→,Icelandic,fylgja,to act according to
33989,shift2183, Polysemy,Indonesian,mengikut,"to go along with, accompany",—,Indonesian,mengikut,"to follow, obey, comply with, adhere to"
33990,shift2183, Polysemy,Italian,seguire,to follow,→,Italian,seguire,to act according to
33991,shift2183, Polysemy,Japanese,shitagau (従う),to follow; to move in the same path or direction ,—,Japanese,shitagau (従う),to obey; to comply
33992,shift2183, Polysemy,Javanese,dhèrèk,to accompany,→,Javanese,dhèrèk,"to obey, follow"
33993,shift2183, Polysemy,Korean,ttaluta,follows,—,Korean,ttaluta,obeys
33994,shift2183, Polysemy,Kubachi,гьегъебаший,"to follow, go after smb.",→,Kubachi,гьегъебаший,to repeat after someone
33995,shift2183, Polysemy,Lao,tàːm,to follow; to escort; to accompany,→,Lao,tàːm," in accordance with, according to (preposition)"
33996,shift2183, Polysemy,Lao,tòːy,"to follow, to accompany/to escort",→,Lao,tòːy,"to follow, to imitate (somebody)"
33997,shift2183, Polysemy,Malagasy,manàraka,follow,—,Malagasy,manàraka,obey
33998,shift2183, Polysemy,Malay,turut,following in succession after,→,Malay,turut,following advice or instruction
33999,shift2183, Polysemy,Manchu,dahambi,follow,—,Manchu,dahambi,obey
34000,shift2183, Polysemy,Mandarin Chinese,zūn (遵),to follow,→,Mandarin Chinese,zūn,"to obey, comply with"
34001,shift2183, Polysemy,Mandarin Chinese,súi (随),to follow,→,Mandarin Chinese,súi (随),to act according to smth
34002,shift2183, Polysemy,Mongolian (Khalkha),дагах,follow,—,Mongolian (Khalkha),дагах,obey
34003,shift2183, Polysemy,Norwegian,følge,to follow,→,Norwegian,følge,to act according to
34004,shift2183, Polysemy,Portuguese,seguir,to follow,→,Portuguese,seguir,to act according to
34005,shift2183, Polysemy,Russian,следовать (sledovat'),to follow,→,Russian,следовать (sledovat')',to obey; to comply
34006,shift2183, Polysemy,Shan,tsɔm4,to follow,→,Shan,tsɔm4,"according to, accordingly (adverb)"
34007,shift2183, Polysemy,Spanish,seguir,to follow,—,Spanish,seguir,to act according to smth
34008,shift2183, Polysemy,Swedish,följa,to follow,→,Swedish,följa,to act according to
34009,shift2183, Polysemy,Thai,kʰlɔ́ɔy,"to go along with, follow",→,Thai,kʰlɔ́ɔy,to comply with; agree with
34010,shift2183, Polysemy,Turkish,izlemek,to follow,→,Turkish,izlemek,to act according to
34011,shift2183, Polysemy,Uma,tukuʔ,follow,—,Uma,tukuʔ,obey
34012,shift2183, Polysemy,Vietnamese,noi,to follow,→,Vietnamese,noi,to follow example
34013,shift2183, Polysemy,Vietnamese,theo,"to follow, go after",→,Vietnamese,theo,"to  follow somebody's example; obey, be obedient; comply, yield, submit"
34052,shift2184, Polysemy,Amharic,əngəda,"stranger, guest, visitor, newcomer",→,Amharic,əngəda,"strange, odd, queer, weird, unusual"
34053,shift2184, Polysemy,Catalan,estrany,"alien (not part of a particular family, clan, nation, or other social group)",→,Catalan,estrany,strange; unusual; odd 
34054,shift2184, Polysemy,Classical Arabic,ġarīb-,"a stranger, foreigner; far from his home; (a man) not of one's own people; alien",→,Classical Arabic,ġarīb-,"unusual, extraordinary, unfamiliar"
34055,shift2184, Polysemy,English,strange,(obsolete) belonging to another country; foreign.,→,English,strange,"odd, unusual, surprising, out of the ordinary"
34056,shift2184, Polysemy,French,étrange,"(obsolete) stranger, foreign",→,French,étrange,strange
34057,shift2184, Polysemy,Galician,estraño,"strange; foreign; stranger; foreigner, outsider",→,Galician,estraño,"weird, odd, peculiar "
34058,shift2184, Polysemy,Latin,extraneus,"stranger, foreign",→,Latin,extraneus,strange
34059,shift2184, Polysemy,Spanish,extraño,"foreign, alien, extraneous ",→,Spanish,extraño,"strange, unusual, odd, weird, bizarre"
34060,shift2184, Polysemy,Swahili,zungu,"strange, foreign",→,Swahili,zungu,strange
34061,shift2184, Polysemy,Turkish,garip,"stranger, foreign",—,Turkish,garip,strange
34062,shift2184, Polysemy,Yuwaalaraay,wiyaybaa,"stranger, foreigner",—,Yuwaalaraay,wiyaybaa,"strange, odd"
34063,shift2184, Polysemy,Yuwaalayaay,wiyaybaa,"stranger, foreigner",—,Yuwaalayaay,wiyaybaa,"strange, odd"
34076,shift2185, Polysemy,Bulgarian,сека ,to cut (tr.),—,Bulgarian,сека ,to feel sharp pain
34077,shift2185, Polysemy,Croatian,sjeći,to cut (tr.),→,Croatian,sjeći,to feel sharp pain
34078,shift2185, Derivation,French,trancher,to cut,→,French,tranchées,colic
34079,shift2185, Polysemy,German,schneiden ,to cut (tr.),—,German,schneiden ,to feel pain
34080,shift2185, Polysemy,Hindi,kāṭnā (काटना),to cut (tr.),—,Hindi,kāṭnā (काटना),to feel pain
34081,shift2185, Derivation,Russian,резать,to cut,→,Russian,резь,colic
34082,shift2185, Polysemy,Serbian,сећи (seći),to cut (tr.),→,Serbian,сећи (seći),to feel sharp pain
34083,shift2185, Polysemy,Swahili,changa,"to cut in pieces, to slice",→,Swahili,changa,to feel pain (mainly in the joints)
34084,shift2185, Polysemy,Swahili,wanga,"to cut (out), to hollow out",—,Swahili,wanga,"to be sick; to wound, to hurt"
34085,shift2185, Polysemy,Swahili,katakata,"to cut up, to dice",→,Swahili,katakata,to feel a pang
34086,shift2185, Polysemy,Swahili,mkeketo,"cutting off, parting off (of a solid object with a blunt knife)",→,Swahili,mkeketo,"pain in the stomach, colic"
34087,shift2185, Polysemy,Veps,"čapta, čapatada",to cut,→,Veps,"čapta, čapatada",to hurt
34100,shift2186, Derivation,Burji,egg-,watch,→,Burji,eeg-ad`-,be careful
34101,shift2186, Derivation,English,watch,,→,English,watch out,to beware of smth
34102,shift2186, Polysemy,Geez,ṭayyaqa,"observe, look at",—,Geez,ṭayyaqa,beware
34103,shift2186, Derivation,Indonesian,menindjau,"watch, observe (at a distance), look at",→,Indonesian,bertinjau-tinjauan,be on one`s guard
34104,shift2186, Derivation,Kilivila,-yamata-,"have an eye upon, keep an eye on, look after",→,Kilivila,Kuyamata!,Be careful!
34105,shift2186, Polysemy,Mongolian (Khalkha),hara-,look (at),—,Mongolian (Khalkha),hara-,be careful
34106,shift2186, Derivation,Nahuatl,itta,"look at oneself, see something",→,Nahuatl,iitzqui in iyollo,he is cautious
34107,shift2186, Derivation,Old East Slavic,блюсти,to observe,→,Old East Slavic,блюстися,to beware of smth
34108,shift2186, Derivation,Quechua,qawa-,"watch, see",→,Quechua,qawariku-,be careful
34109,shift2186, Derivation,Russian,смотреть,"to see, to watch",→,Russian,осмотрительный,prudent
34110,shift2186, Polysemy,Swahili,angalia,look at,—,Swahili,angalia,"be careful, beware (of)"
34111,shift2186, Derivation,Turkish,basıra,"eyesight, vision, eye",→,Turkish,basiretli,"clear-sighted, far-seeing, cautious, circumspect"
34112,shift2186, Polysemy,Tzotzil,vik'il sat vinik,open-eyed person,→,Tzotzil,vik'il sat vinik,cautious person
34113,shift2186, Polysemy,Zulu,beka,look,—,Zulu,beka,"be careful, take precautions against"
34114,shift2187, Semantic evolution,Old High German,treffan,"strike, hit",→,German,treffen,meet
34116,shift2188, Polysemy,Malagasy,afaka,separated,→,Malagasy,afaka,dead
34117,shift2188, Derivation,Old Church Slavonic,разлѫчити,to part,→,Church Slavonic,разлучение,death
34118,shift2188, Polysemy,Old Turkic,adïrïl-,"to separate, to part",→,Old Turkic,adïrïl-,to die
34119,shift2188, Derivation,Serbian,раставити (rastaviti),to be separated,→,Serbian,раставити се (rastaviti se),to die
34124,shift2189, Polysemy,Amharic,ṭäbbäḳä,"to wait for, await, to expect",—,Amharic,ṭäbbäḳä,"to guard, protect, defend; to look after, watch, tend, take care of"
34125,shift2189, Polysemy,Chaha,ḳəyä-,"to wait, expect",→,Chaha,ḳəyä-,"to guard, watch, take care of something or something"
34126,shift2189, Cognates,Hausa,dākata,"wait, await",—,Bilin,takau,guard
34127,shift2189, Derivation,Oromo,eeggad'd'a,"wait for, watch out",←,Oromo,eega,"watch, guard"
34128,shift2189, Polysemy,Selkup,а́ҷҷэгу ~ а̄ҷэгу ~ а́ҷыгу,to wait,→,Selkup,а́ҷҷэгу ~ а̄ҷэгу ~ а́ҷыгу,"to shepherd, to guard"
34129,shift2189, Polysemy,Turkish,bekle-,"wait, expect, hope for",—,Turkish,bekle-,"guard, keep watch"
34130,shift2189, Polysemy,Turkish,kolla-,to wait (for an opportunity),→,Turkish,kolla-,"to care for, look after"
34131,shift2189, Cognates,Wik-Mungkan,kuup,wait for,—,Yir Yoront,kow,"take care of, care of, mind, keep a lookiut for (soneone in distress)"
34132,shift2189, Polysemy,Yakut,кэтээ-,to wait (around),—,Yakut,кэтээ-,"to guard, to shepherd"
34133,shift2189, Polysemy,Zulu,linda,"wait for, expect",—,Zulu,linda,"guard, keep watch over, look after"
34144,shift2190, Derivation,Croatian,tražiti,"to search, look for",→,Croatian,istražiti,"to investigate, study, make research"
34145,shift2190, Polysemy,Egyptian,ḏcr,seek out,—,Egyptian,ḏcr,investigate
34146,shift2190, Derivation,English,to search,"to search, look for",→,English,to research,to investigate
34147,shift2190, Derivation,Estonian,ot`sima,look for,→,Estonian,ära ot`sima,investigate
34148,shift2190, Derivation,Gagauz,aaramaa,"to search, to look for",→,Gagauz,aaraştırmaa,to investigate
34149,shift2190, Polysemy,Geez,ḥatata,"search, explore, look for",—,Geez,ḥatata,"examine, ask, investigate"
34150,shift2190, Derivation,German,suchen,"to search, look for",→,German,untersuchen,to investigate
34151,shift2190, Polysemy,Hungarian,kutat,"try to find, look for",—,Hungarian,kutat,be engaged in research
34152,shift2190, Derivation,Indonesian,mencari,"seek, look for",→,Indonesian,mencari kutu,investigate
34153,shift2190, Polysemy,Japanese,tansaku,search,—,Japanese,tansaku,investigation
34154,shift2190, Polysemy,Khmer,rihrɔ:k,look for,—,Khmer,rihrɔ:k,investigate
34155,shift2190, Polysemy,Malagasy,rnizàha,to search,→,Malagasy,rnizàha,"to investigate, explore"
34156,shift2190, Polysemy,Malagasy,rnizàha,"to search, look for",→,Malagasy,"zàha, fizahána",to investigate
34157,shift2190, Polysemy,Manchu,baimbi,look for,—,Manchu,baimbi,investigate
34158,shift2190, Derivation,Maya,kaxtah,look for,→,Maya,kaxlil,investigate
34159,shift2190, Polysemy,Nahuatl,itztani,someone who searches,—,Nahuatl,itztani,someone who examines
34160,shift2190, Derivation,Russian,искать,"to search, to look for",→,Russian,разыскания,investigation
34161,shift2190, Derivation,Serbian,тражити (tražiti),"to search, look for",→,Serbian,истражити (istražiti),"to investigate, study, make research"
34162,shift2190, Polysemy,Tagalog,saliksík,search,—,Tagalog,saliksík,"study, investigation"
34163,shift2190, Polysemy,Telugu,vedaku,"search, look for",—,Telugu,vedaku,"explore, examine"
34164,shift2190, Polysemy,Turkish,aramak,"seek, look for",—,Turkish,aramak,"examine, investigate"
34165,shift2190, Polysemy,Zulu,cinga,"look for, search for",—,Zulu,cinga,"examine, inquire into, make research"
34188,shift2191, Semantic evolution,Swedish,rolig,calm,→,Swedish,rolig,funny
34190,shift2192, Polysemy,Swahili,ambo,glew; adhesive substance,→,Swahili,ambo,contagious
34192,shift2193, Polysemy,'Āre'āre,mae,to die,→,'Āre'āre,mae,to grow numb
34193,shift2193, Polysemy,Arosi,mae,to die,→,Arosi,mae,to be numb
34194,shift2193, Polysemy,Dan,gā,"to die, pass away",→,Dan,gā,to become unable to do anything
34195,shift2193, Polysemy,Gela (Nggela),mate,to die,→,Gela (Nggela),mate,to be numb
34196,shift2193, Polysemy,Lau (Malaita island),mae,to die,→,Lau (Malaita island),mae,to be numb
34197,shift2193, Polysemy,"Lonwolwol (Raljago, West Ambrym)",mer,to die,→,"Lonwolwol (Raljago, West Ambrym)",mer,to be numb
34198,shift2193, Polysemy,Mbula,-mēte,to die,→,Mbula,-mēte,be[come] numb
34199,shift2193, Polysemy,"Sa'a (South Malaita, Apae'aa",mae,to die,→,"Sa'a (South Malaita, Apae'aa",mae,to be numb
34200,shift2193, Polysemy,Swahili,fa,"to die, to be killed",→,Swahili,fa,"to get numb (leg, hand)"
34210,shift2194, Polysemy,Ancient Greek,πικρός,"sharp, sharp pointed",→,Ancient Greek,πικρός,"severe, cruel (e.g. Law)"
34211,shift2194, Polysemy,Burmese,сỳшá,to be sharp (e.g. knife),→,Burmese,сỳшá,to be bitter (note)
34212,shift2194, Polysemy,Sanskrit,tivrá,sharp,→,Sanskrit,tivrá,"severe, strict"
34213,shift2194, Polysemy,Serbian,оштар (oštar),sharp,→,Serbian,оштар (oštar),severe
34214,shift2194, Polysemy,Spanish,acre,острый резкий,→,Spanish,acre,язвительный жёлчный
34215,shift2194, Polysemy,Swahili,kali,sharp,→,Swahili,kali,"strict (direct, fig.)"
34222,shift2195, Polysemy,Swahili,kali,sharp,→,Swahili,kali,"steep (slope, descent)"
34223,shift2195, Polysemy,Turkish,keskin,sharp,→,Turkish,keskin,steep
34226,shift2196, Internal cognates,German,winden,to plait,→,German,Wand,wall
34227,shift2196, Derivation,Old East Slavic,плести,to plait,→,Old East Slavic,оплотъ,"fence, wall"
34228,shift2196, Derivation,Turkish,örmek,"to braid, plait, weave",→,Turkish,örgü,"brickwork, laying of bricks"
34232,shift2197, Derivation,Croatian,stol,"table, desk",→,Croatian,stolar,"joiner, cabinetmaker"
34233,shift2197, Derivation,German,Tisch,table,→,German,Tischler,carpenter
34234,shift2197, Derivation,Hungarian,asztal,"table, desk",→,Hungarian,asztalos,"joiner, cabinetmaker"
34235,shift2197, Derivation,Russian,стол,table,→,Russian,столяр,carpenter
34236,shift2197, Derivation,Serbian,сто (sto),"table, desk",→,Serbian,столар (stolar),"joiner, cabinetmaker"
34237,shift2197, Derivation,Slovenian,miza,table,→,Slovenian,mizar,carpenter
34244,shift2198, Derivation,Dutch,schrijn,"chest, box",→,Dutch,schrijnwerker,carpenter
34245,shift2198, Borrowing,German,Truhe,trunk box,→,Czech,truhlář,carpenter
34248,shift2199, Derivation,German,Schloß,lock,→,German,Schlosser,mechanic
34249,shift2199, Derivation,Lower Sorbian,zamek,lock,→,Lower Sorbian,zamkaŕ,mechanic
34252,shift2200, Derivation,Hungarian,bor,wine,→,Hungarian,borravaló,gratuity
34253,shift2200, Derivation,Polish,piwo,beer,→,Polish,napiwek,gratuity
34254,shift2200, Derivation,Russian,чай,tea,→,Russian,чаевые,tip
34255,shift2200, Polysemy,Swahili,chai,"tea (plant, drink)",→,Swahili,chai,tips
34256,shift2200, Derivation,Ukrainian,чай,tea,→,Ukrainian,чайові,gratuity
34262,shift2201, Derivation,Croatian,napojiti,to give a drink,→,Croatian,napojnica,gratuity
34263,shift2201, Derivation,French,boire,to drink,→,French,pourboire,tips
34264,shift2201, Derivation,German,trinken,to drink,→,German,Trinkgeld,tips
34265,shift2201, Derivation,Serbian,напоjити (napojiti),to give a drink,→,Serbian,напојница (napojnica),gratuity
34270,shift2202, Polysemy,Chagatai,qazan,cauldron,→,Chagatai,qazan,cannon
34271,shift2202, Polysemy,Farsi,دیگ dig,cauldron,→,Farsi,دیگ dig,cannon
34272,shift2202, Borrowing,Latin,mortarium,mortar,→,Dutch,mortier,mortar
34276,shift2203, Polysemy,Byzantine Greek,φοσσᾶτον,camp,→,Byzantine Greek,φοσσᾶτον,army
34277,shift2203, Polysemy,English,camp,outdoor place acting as temporary accommodation in tents or other simple structures,→,English,camp,(obsolete) army
34278,shift2203, Cognates,German,Lager,camp,→,Danish,leger,army
34279,shift2203, Semantic evolution,Sumerian,uĝnim + (written logographically as KI.SU.LU.UB2.GAR),camp,—,Akkadian,ummānum,"military force, troops, army"
